rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth,Cluster ID,confidence_score
57, charlie, roussonuis,13, gledden street, woorabinda, craigmore,6026, nsw,19461111,46,0.7487007019381795
58, dale, fimeri,37, burdett crescent, star court arcade, wilson,6618, nsw,19930529,47,0.7810208906273638
59, jaime, ,342, elliott street, kildarra, bedfordale,2081, qld,19631110,1048,1.0
60, riley, gloster,24, farrer place, , frankston,3178, nsw,19590124,24,0.8015857372222612
61, charlie, goode,7, tauss place, grahdview, ,2575, vic,19761213,50,0.7487307362366998
62, chloe, pantazopoulos,147, allott place, wyoming park, aldgate,2325, nsw,19860807,1049,1.0
63, corey, condo,5, andamooka street, coolinda, hillston,2026, nsw,19900616,52,0.882461352734144
64, emiily, berry,3, tenison-woods circuit, , ashfield,6169, nsw,19780527,53,0.9013646853169479
65, emmet, weller,11, copland drive, , birmingham gardens,4365, wa,19270516,54,0.8481898896843002
66, liam, tuttleby,5, verco street, rose-lea, trevallyn,2259, qld,19080101,1050,1.0
67, karfissa, creten,185, beattie cescent, birrabilla, moranbah,2525, nsw,19360703,55,0.6004233267707354
68, isabelle, kaminskas,106, isis close, westholme, port augusta,2765, qls,19060622,56,0.8275961684971154
69, jayden, browne,80, kincumber nautical vlge, chaseling street, sussex inlet,2630, nsw,19430306,1051,1.0
70, melissa, lanzotti,24, balfour crescent, killara lodge, cranbourne,2064, vic,19810828,410,0.8195507501841057
71, bailee, dent,58, maddoc k place, jingara, nowra,4171, qld,19950112,59,0.7934266906279179
72, quinn, godfrey,21, duffy street, ardersidr, highotn,3165, vic,19450122,61,0.6358760384225117
73, charlie, stanley, , amagula avenue, , klemzig,3356, vic,19510717,62,0.7165708523017853
74, jazz, stephenson,210, julia flynn avenue, , ingleubrn,3172, sa,19401214,1052,1.0
75, aleisha, mcelwee,34, osburn drive, parraweena, condell park,5237, act,19440525,64,0.7279407529486457
76, amber, blackwell,25, thomson street, , salisbury,3188, nsw,19860325,65,0.768644711878104
77, shakiroh, evans-zijlstra,1, ashkanasycrescent, townview, robina,2340, vic,19510905,66,0.8946622629082422
78, , shelley,90, cromwell circuit, wombat hill, noble apark,2026, vic,19780711,1053,1.0
79, aiden, ryan,292, honey patch, gundulu place, mosman,3076, wa,19360524,1054,1.0
80, william, lazavroff,431, leahy lose, millwood, forbes,7256, qld,19780204,69,0.5823265239263962
81, jamie, van galen,64, callister crescent, mowbray, hackham,3060, nsw,19720909,1055,1.0
82, isabella, hendricks,86, colborne place, dog rock shopping centre, north ryde,2000, nsw,19770129,71,0.7970548768646911
83, lucas, benger,19, cunningham street, padicam, melton south,2232, nsw,19851030,72,0.9179957
84, harrison, doman,20, harry hopman circuit, moline village, toowong,2088, sa,19570519,73,0.86028
85, clarke, isabella,59, gillespie street, , mount victoria,2147, act,19950110,1056,1.0
86, emmerson, loyck,5, burnie treet, gordale, thursday island,3147, vic,19211129,75,0.7403001151415838
87, sarah, behnke,3, pearson street, broombie stud, ramornie,2209, vic,19930910,1057,1.0
88, angus, rees,5, heatonnplace, pangani, new farm,6210, nsw,19220723,76,0.6954752635429107
89, jordan, vaile,12, mullan street, rosewynne, mansfield,4153, qld,19940914,77,0.6098647574188889
90, tate, hingston,159, oxley street, wylarah, kurri kurri,5045, nsw,19680521,78,0.8727810662140788
91, charlotte, bovill,28, vickery street, cashbar, scarborough,3911, vic,19730412,1058,1.0
92, emma, matthews,39, vanzetti crescent, sunny brees, moorabbin,5158, qld,19910426,79,0.6611624409109116
93, sophie, nguyen,26, namoi place, , mount colah,2550, nsw,19701117,187,0.8757941112488676
94, kai, white,8, cockcrofqt avenue, allunga, parramaxta,4197, ,19551009,80,0.8815822434756263
95, blade, stingle,34, earle place, upper warrell, kellyville,5046, ,19220925,1059,1.0
96, rosie, rundle,8, sturt avneue, talonmane, bundaberg,2263, nt,19751109,83,0.6401313920589975
97, wanders, harry,120, morehead street, carrington trrmnt vlge, trevallyn,7205, sa,19121013,1060,1.0
98, harrison, matthiessen,3, harbison crescent, oakdale, port kembla,2619, wa,19580430,1061,1.0
99, lauren, sounness,18, leist street, moondani, seaforth,832, qld,19900129,1062,1.0
100, tommy, spinato,29, howie court, , ballarat,3356, nsw,19821129,1063,1.0
101, connor, mayman,40, marenghoplace, wilga, toowoomba,2025, nsw,19651018,87,0.90336496
102, amber, pamplin,58, milton, sturt acenue, thornlie,5040, wa,19370407,1064,1.0
103, nathab, priest,363, banks street, manresa, malvern east,4750, act,19710428,89,0.7974601747459126
104, casey, vitkunas,22, jones place, karinga park, emmaville,2346, tas,19551192,90,0.7661494898303144
105, silas, webbm,20, jacka crvscent, shopping centre, nambour,4306, vic,19580212,117,0.746945063293079
106, nicholas, fittock,10, fortitudey street, , st kilda east,2298, nt,19651025,91,0.6260108
107, jayden, liberts,3, odern place, peppertree, corryong,2614, qld,19341218,1065,1.0
108, ashleigh, quilliam,57, bedford street, rosall, surrey hills,6525, nsw,19460730,23,0.8343257880447206
109, joel, ryan,26, lance hill avenue, cameroo, forest hill,3070, nsw,19720615,92,0.7794977127138953
110, danjel, vincent,7, forbes street, villa 3, toukley,3178, qld,19510703,1066,1.0
111, jasper, jennion,16, fitzhardinge crescent, lords house, glenside,4034, nsw,19720414,1067,1.0
112, chloe, crosthwaite,42, ashkanasy crescent, , canterbury,4215, nsw,19550722,94,0.8417813147830613
113, natqlee, coleman,293, minns place, , waterman,3910, vic,19110405,95,0.8253524161404959
114, sophie, laundy,15, la perouse street, k mart plaza, eight mile plains,3981, vic,19021029,1068,1.0
115, reuven, edgecombe,6, ashburton circuit, north vaenue, palmerston,4231, vic,19540701,96,0.8324490798233242
116, amber, pamplin,14, andrea palce, milton, seven hills,5054, wa,19691006,88,0.7895023817590145
117, ayla, benjamin,3, bradfield street, concept, tatura,2030, wa, ,97,0.9169962996211135
118, , kempton,8, homburg street, yellow dam, blacktown,3122, vic,19021108,98,0.8681202
119, dylan, wilkins,18, denovan circuit, two tree hill, brighton-le-sands,2320, nsw, ,1069,1.0
120, sienna, slape,52, rene street, , burleigh waters,4034, vic,19400331,1070,1.0
121, michael, laverty,6, hytten place, sennockke, suffolk park,2208, vic,19631213,1071,1.0
122, jake, grosser,3, lexcen a venue, horseshoe bend, bomaderry,2161, vic,19670227,100,0.8773127138523806
123, madison, maynard,257, holmes crescent, glenview, embleton,2154, nsw,19400506,1072,1.0
124, byron, wisowaty,58, pera place, john flynn medical centre, caulfield,6101, ,19320304,1073,1.0
125, layla, thrussell,27, markell p lace, , frenchs forest,6728, qld,19250608,1074,1.0
126, jack, mcneeley,39, keverstone circuit, royal queensland yacht squadron, brighton-le-sands,4702, wa,19880329,102,0.9065413
127, grace, timmermans,18, cussen street, hallsville, preston,2251, wa,19501207,103,0.7764734045678884
128, carly, benger,61, gellibrand street, gradnview, carnegie,4011, nsw,19710126,104,0.8614435273149159
129, brydee, westermann,13, burkitt street, mlc centre, banks,3352, vic,19910126,106,0.850895021328199
130, isaac, clarke,1, armytage circuit, oaklands village, annangrove,3636, vic,19570425,1075,1.0
131, madison, dixson,37, , white lodge, ringwoid,5047, sa,19940413,1076,1.0
132, fraser, tadege,1, mcinneswstreet, , scarborojgh,2870, nsw,19001013,108,0.7814372056942451
133, lara, chandler,42, dempster place, henry kendall bayside, kingaroy,2219, nsw,19360624,1077,1.0
134, hollv, shepherd,3, stillwell place, elstoh, albion park rail,6201, vic,19800323,109,0.7933639275154538
135, alexa-rose, white,22, warrego circuit, burnisde, bayswater,3040, nt,19160822,111,0.6483836917199532
136, oliver, cureton,164, drevermann street, burraminga, toronto,3149, qld,19920126,1078,1.0
137, benjamin, muog,302, peat place, arlnigton, frankston,4518, nsw,19101008,113,0.7788176548942222
138, isabella, runlde,8, fawkner street, emerald agrigulural college, pottsville,6154, nsw, ,114,0.805420187515957
139, charlie, ebert,21, brewster place, summerdale medical centre, frankston,4570, vic,19711020,40,0.8606014762310104
140, haryr, clarke, , hyndes crescent, royal brisbane hospital, homebush,4805, nsw,19971021,115,0.7062854793661619
141, hayden, ngai,40, hinkler street, berajondo, nightcliff,2263, vic,19970624,116,0.8445904229443268
142, samuel, wasley,12, earle street, university shores, northbridge,2530, nsw,19461003,1079,1.0
143, amber, black well,25, thomso n street, warrina lakes, salisbury,3188, nsw,19860325,65,0.5164422063477623
144, micaela, blackwell, , lewin street, rosedina, dulwich hill,4103, nsw,19791204,1080,1.0
145, callie, bullock,7, warramoo crescent, kanangra hstl, noble park,2650, tas,19351013,1081,1.0
146, sian, beelitz,3, ashkanasy crescent, miowera, sylvania,5042, nsw,19510904,118,0.9280446760532259
147, daniel, clarke,3, goldsborough close, , wilson,2206, wa,19630507,1082,1.0
148, riley, faull,32, turner place, margaret river carvn park, long jetty,2033, nsw,19640728,1083,1.0
149, riley, wegemer,45, phillip avenue, walhalla, cremorne,3937, wa,19540621,119,0.9092906551815894
150, alexandra, knapman,16, mceacherncxrescent, villa 306, chelsea heights,3429, sa,19151113,1084,1.0
151, niocla, collier, , schaff eyr place, mt styrt, sheidow park,2098, nsw,19420623,120,0.6026145856847417
152, emiily, vodden,41, clement place, arcadia, st johns park,2170, nsw,19811218,121,0.8658353480804761
153, cassandra, rafanelli,3025, , berragoon, st slbans,3020, wa,19270701,1085,1.0
154, dominxic, flockhart,2, oxley street, clear creek, northgate,3000, wa,19890621,123,0.7734740924994536
155, samantha, sabieray,68, quandong street, wattle brae, gorokan,4019, wa,19590807,1086,1.0
156, dominic, flockhdart,26, oxley street, clear creek, northgate,3001, wa,19890621,123,0.6775941258059502
157, harrison, paulka,211, bourne street, tally ho, ballina,3976, vic,19260122,1087,1.0
158, toby, maczkowiack,8, kanooka street, carinya vlge, canley vale,3219, nsw,19000328,126,0.8816191247640587
159, ruby, jeffries,73, forbes street, underwood, st albans,4165, nsw,19490705,127,0.8722654057571706
160, charlotte, mccraken,5, , flr 5 john flynnmedical centre, bligh park,4814, nsw,19570529,128,0.8718106742418841
161, sma, webb,5, deamer cerescent, belaradah, west lakes shore,2570, wa,19361215,129,0.6807005433554931
162, jonah, nguyen,8, dalley crescent, the palms village, kingary,2607, nsw,19591019,131,0.8247208835404412
163, eliza, white,82, summerland circuit, rsd shee oak ridge, thornlie,2345, qld,19420103,1088,1.0
164, barnaby, egan,13, britten-jones drive, rawdon, kaleen,4304, vic,19270529,132,0.8999404212058946
165, kate, rawlings,70, corin place, oxfodrd, kuraby,4216, qld,19330925,1089,1.0
166, mackinley, rees,93, oman place, locn 2192, parmelia,3084, wa,19710708,134,0.6758816196501207
167, hayden, covino,10, glengariffe, deamer cf escent, north ryde,2705, qld,19541104,1090,1.0
168, jessica, ryan,37, mccrae street, cherry haven, junortoun,6065, vic,19980225,1091,1.0
169, bradley, clarke,40, sharwood csrescent, lynd hurat, ringwood,3959, wa,19510302,136,0.8981163352865639
170, locylan, grosser,5, yapunyah street, youralla, gingin,5276, nsw,19530210,137,0.91076756
171, danielle, morrison,95, london circuit, sec 552, bibra lake,4701, vic,19030709,1092,1.0
172, alessandria, rabbitt,19, ellenborough street, inglemer, mirrabooka,2186, vic,19900410,138,0.9154551021140532
173, phoebe, pettman-south,108, kernot street, surfrider carvn park, ballina,3175, vic,19720328,1093,1.0
174, laura, braunak,87, durville crescent, , graceyville,2536, nsw,19550419,139,0.6565371759256198
175, joshu a, hohn,97, somme rlad place, coralyn, eight mile plains,3178, vic,19260422,140,0.6087759617672232
176, millane, mccarthy,3, alfred hill drive, hold fast shores, mortlake,2032, wa,19630818,141,0.8797854879834733
177, emma, thackeray,71, kinkead street, warrah lea, newcomb,4161, ,19670913,1094,1.0
178, , ,1, amaroo wallaroo road, parkside flats, chester hill,4811, nsw,19250804,1095,1.0
179, malakai, schoppe,31, boddington crescent, broadwater caravn park, trafalgar,2747, vic,19141221,149,0.8525645
180, anastasia, kromwyk,17, dyson street, , talwood,4115, vic, ,1096,1.0
181, jared, wytkin,61, belfield crescent, rowethorpe, bundaberg,5081, ,19831025,150,0.9441782670538809
182, brinaa, morrison,4, coolac vplace, esk farm, seaton,2566, vic,19131203,151,0.7723657455152227
183, lily, petersen,13, bissenberger crescent, , melville,2250, ,19020326,152,0.7450295535353915
184, sophie, lovelock,7, calder crescent, , pitt town,3810, nsw,19470413,153,0.9119493352119841
185, joshua, eyles,27, harcourt street, belmore river, underdale,2112, vic,19861219,1097,1.0
186, abbey, herno,1, drosera place, quandialla, yarra junction,800, vic,19760613,1098,1.0
187, alexandra, heron,327, tullaroop street, vinery, elsternwick,6208, nsw,19400609,156,0.7992283070089097
188, jaiden, rollins,48, tulgeywood, rossarden street, balwyn north,2224, nt,19280722,157,0.7631847892870062
189, timothy, neville,21, fihelly street, villa2, st lucia,3108, wa,19781123,159,0.881702895028735
190, jarod, mccarthy,63, henty street, moriah ifelds, ,2166, nsw,19400529,1099,1.0
191, erin, humphreys,11, endeavour street, lake macquzrie vlge, umina beach,4873, nsw,19670519,161,0.7833018914518047
192, ruby, reid,7, fitzmaurice street, , eaglwhawk,2260, qld,19120626,162,0.9109155
193, charlie, primvaera,6, chauvel street, st francis vlge, dover yeights,2533, nsw,19250314,163,0.5034445560637357
194, christian, ferris,3, coombe street, warraview, plumpton,5008, nsw,19930222,1100,1.0
195, eliza, mason,57, kennedy sreet, brentwodo vlge, bundamba,4067, tas,19071124,165,0.6654590923445243
196, kylie, dixon,4, sanford xplace, white lofdge, phillip,5047, sa,19000404,1101,1.0
197, lauren, paine,27, mcvey pace, yambira, helid on,2776, qld,19440502,166,0.5849985049925295
198, alexandra, grosvenor,16, anembo street, glenlee, frankston,4818, nsw,19930305,168,0.7853831998602616
199, harrison, schumann,24, monaro crescent, donnelly rvr villg, oakleigh,2280, nsw,19991013,169,0.8947887971306658
200, beams, emiily,1, tarrabo ol street, , andergrove,2075, qld,19011124,1102,1.0
201, ryan, fey,82, kitchener street, un t 1, slacks creek,3450, qld,19870928,172,0.7100438684481236
202, georgia, byersi,17, hilder street, , palmerston,4740, nse,19550530,1103,1.0
203, anika, spicer,3, melrose drive, rmbe 770, view bank,2067, nsw,19861012,174,0.8793786711831455
204, liam, kothe,8, beaurepaire crescent, , allawah,4570, qld,19740720,1104,1.0
205, jaco b, ,24, downward place, banksia village, bunbury,4671, qld,19470530,1105,1.0
206, pia, campbell,28, euree street, ursula, corowa,3199, vic,19150704,1106,1.0
207, lucinda, mcneill,7, ashburton circuit, malekula, vaucluse,3223, qld,19090228,177,0.8195720514371785
208, olivia, wheatley,5, crisp circuit, stanhope sth, lake clarendon,4575, qld,19421007,178,0.7954284566902095
209, thomas, finlay,2, vicke ry street, brindabella court, page,2160, qld,19520829,180,0.9231835
210, erin, humphreys,11, endeavour street, lake macquaire vlge, elanora heights,4874, nsw,19670519,1107,1.0
211, dominic, ,2, oxley street, clear creek, northgate,3000, wa,19890621,1108,1.0
212, isabella, gilbertson,67, boswell c rescent, , morwell,4704, qld,19111011,181,0.5139088039655347
213, holly, shepherd,44, castlereaghcrescent, dalkeith cottage, eaton,6060, vic,19980816,110,0.92005650859265
214, lachlan, goldsworthy,61, ashkanasy crescent, mcivor ridge, rowville,3158, vic,19450818,1109,1.0
215, andrea, brokenshire,3, sturdee crescent, , birmingham gardens,2455, nsw,19450619,182,0.9274271322854317
216, jed, hearn,560, gairdner circuit, hd curramulka, alice springs,3056, qld,19060312,1110,1.0
217, jordhau, ryan,16, carnegie crescent, tahmoor, millrbook,6004, vic,19900903,1111,1.0
218, joshua, morrison,17, beasley street, , tingalpa,5097, vic,19101123,185,0.7726345274183495
219, flynn, crea,45, , , lismore,2068, nsw,19610318,188,0.7829947484993559
220, jacob, marampon,39, lowanna street, glenveagh, keysborough,3806, vic, ,190,0.8914119702025867
221, olivia, philps,84, ennor crescent, yarawee, king river,2540, nsw,19770302,1112,1.0
222, madison, fenwick,63, terry close, llandina, glenside,4551, sa,19210711,1113,1.0
223, juliana, petersen,25, currong street, admiralty quays, glenside,5280, nsw,19610510,191,0.8891373229333752
224, loan, green,11, marlock street, kersley mews, an ula,6233, nsw,19440514,192,0.5772225589537016
225, ebpony, ,90, david street, , long jetty,6630, nsw,19410614,1114,1.0
226, timothy, neville,21, fihelly street, villa 2, st lucia,3108, wa,19781123,159,0.886054182741932
227, charlei, ebert,21, brewste r place, summerdale medical centre, frankston,4570, vic,19711020,40,0.704343835157756
228, bianca, marlow,34, dietricho place, , alice springs,5065, wa,19980201,1115,1.0
229, kayne, priest,48, temperley street, sunrest squd, north nrarabeen,3995, wa,19831118,1116,1.0
230, madison, boxhall,10, yanda street, kookaburra village, dapto,4703, sa,19170926,196,0.9061716774443103
231, erin, birchby,24, burrowes place, elston, creswick,4721, vic,19461022,1117,1.0
232, jasmine, sach,17, goble s treet, ren own, gawler west,2031, nsw,19791109,197,0.7715013529354481
233, jack, brock,1, duhig place, , boyanup,2484, nsw,19800422,198,0.7261836666681571
234, hugo, walkington,51, oxley street, karoo, oak park,6026, nsw,19150227,1118,1.0
235, , whiteley,17, mcluckie crescent, kintrye, malvern east,4810, vic,19800908,1119,1.0
236, cameron, unyland,25, chewings street, underwood, broken hill,6109, qld,19980904,1120,1.0
237, jared, wytkon,61, belfield crescent, rowethorpe, bundaberg,5081, ,19831025,150,0.9193951948717151
238, danielle, millar,6, stanfield close, rosetta village, blackburn north,3102, qld,19991007,1121,1.0
239, charlotte, carbone,12, peppin place, , albury,4559, sa,19171126,1122,1.0
240, matthew, seddon,195, collingriddge street, port 366, paralowie,3830, nsw,19920305,199,0.833478316084314
241, any, miteff,68, john clelad crescent, barkom, blackheath,2036, qld,19160228,200,0.7419950572502414
242, jessica, wasley,53, eyre street, milmilland, cronulla,2564, wa,19931004,1123,1.0
243, keely, dixon,2, lacey place, briars meadows, barrington,5087, nsw,19380328,1124,1.0
244, matthew, brookhouse,3, goodparla street, timdoolin, highett,2170, nsw,19101115,202,0.8771739018787881
245, , rundle,101, eaglemont retreat, laalgarths, prospect,6168, qld,19070103,203,0.8761484631549427
246, , frgh,62, matina street, sun city r esort, ascot park,4107, wa,19760203,1125,1.0
247, olivia, cecotti,4, dobell circuit, , cabramatta,6152, vic,19580919,209,0.9154551021140532
248, brianna, morrison,4, burston place, esk f airm, seaton,2566, vic,19131203,1126,1.0
249, sarah, greenw,37, kelleway avenue, allandale, marlesgon,6014, qld,19140908,210,0.9030101290075707
250, jenna, pasalic,679, tarana street, mallanganee, osborne,4342, vic,19541124,211,0.7818588663545607
251, kylie, koziol,16, wolff crescent, brentwood vlge, kurrajong heights,3135, vic,19320709,212,0.67325133
252, samuel, walls,74, shoalhaven avenue, clearc reek, racevieh,3223, nsw,19370409,213,0.8704974643244872
253, christopher, behnke,378, troughton street, , geranium,3496, qld,19080930,1127,1.0
254, alexandra, clarke,184, sadlier srreet, yakatoon, westbrook,2756, qld,19190129,1128,1.0
255, zachary, ebert,64, costello circuit, foxlea, mosman,2280, nsw,19390217,142,0.5405010429556046
256, zarlia, lowe,48, van raalte place, hd blanche sec 28, cabramatta,3192, wa,19730726,1129,1.0
257, jasmine, morrison,16, methven place, armidale, point lonsdale,3211, wa,19760810,1130,1.0
258, joshua, felmingham,46, fullagar crescent, mariner views, evandsle,2229, nsw,19810315,215,0.85918546
259, holly, stoker,5, ballumbir street, chetwynd, kirrawee,6009, vic,19300121,216,0.8168117693700804
260, nicilas, fogg,48, wilshire street, safar i lodge, lemonhrove,2011, ,19901127,217,0.5981718532677442
261, grayson, stanley,9, eaglemont retreat, , brighton-le-sands,4107, tas,19710422,218,0.8646109323321505
262, liam, grubb,63, rowellsplace, , kotara south,3002, qld,19660416,219,0.78941196
263, toby, garran,8, mcguiness place, the tops, miami,3125, qld,19520817,220,0.92696756
264, christian, walch,3, coombe street, warraview, plumpotn,5008, nsw,19930222,164,0.8483772190015394
265, nataoia, georfe,22, woollum s treet, glenview, morwell,6065, wa,19540306,221,0.5812388797594896
266, connor, moerland,38, arthur circle, red cross units, greenwood,2680, wa,19351222,222,0.8568587124817683
267, jessica, mac kinder,15, wright place, , lavender bay,4727, sa,19191217,223,0.8183810159797762
268, hayley, white,1, hallenc lose, chelsez house, oran ge,2176, sa,19810909,472,0.5951523777253609
269, amber, white,31, moodie street, degafelga, eaton,2042, nsw,19120819,224,0.7453972356260956
270, jaxin, helling,13, donald place, the mount, riverhills,4214, vic,19141026,1131,1.0
271, benjamin, presley,85, namatjira drive, guest village (cnr bullcreek d drive, sunnybank,2320, wa,19831208,1132,1.0
272, keeley, felmingham,32, angliss place, cranbrook, annandale,2670, nsw,19860811,225,0.8079152734329729
273, kaysey, kon,1, ohiostation, gaylard place, ,5009, vic,19600828,1133,1.0
274, spyke, karlsen,4, northam street, aptmt 206, southbank,2329, aw,19110129,227,0.6427581576943278
275, keziah, parr,20, clift crescent, brookvale, murphys creek,2761, nsw,19550103,16,0.8088838
276, kyle, malin,318, namadgi circuit, old hillside, mooroolbark,3912, wa,19091113,1134,1.0
277, roisin, bishop,32, manning street, rosehlen, mount colah,2902, vic,19481220,228,0.8757257369664737
278, , blyde, , torrens street, moorillyah, port augusta,3620, vic,19650621,1135,1.0
279, mikhayla, hannaan,20, , brentwoodvlge, penshurst,2257, vic,19770501,231,0.545620976377984
280, oliver, campbell,124, moon place, , thornbury,4103, vic,19681119,1136,1.0
281, lee, zogopoulos,61, woronorastreet, tourist park, coombabah,6107, nsw,19200609,232,0.8993442624810412
282, joshua, clarke,25, kingsford smith drive, , taigum,6108, vic,19961109,233,0.85309535
283, vincen, luke, , du faur sctreet, ehwk, rose bay,4122, vic,19731223,1137,1.0
284, lachlq-njohn, rivers,5, perier place, oakdale, corio,4313, nsw,19960904,1138,1.0
285, hana, weaver,8, colvin street, , albury,6085, ,19181111,235,0.7724541701284932
286, daniel, kluske,40, hawkesbury crescent, tritonu nits, oakhurst,3175, nsw,19820727,236,0.8545932411290132
287, kiandra, ,2, gatliff place, rustenburg sth, girgarre,3995, qld,19801125,237,0.6632833644641256
288, grace, futcher,70, burt street, clear creek, mentone,6023, nsw,19361127,238,0.9013253450624824
289, melinda, sherin,9, conley d rive, , westmeaodws,3226, vic,19511104,1139,1.0
290, samara, willing, , , coolzinda, concord,3765, nsw,19600828,240,0.8611399519451238
