rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth,Cluster ID,confidence_score
48, katel byn, colegte,55, fiveas hstreet, retirement village, londonderry,2195, nsw,19280828,1180,1.0
49, ebiny, morby, , condavale, macgillivray street, armidale,2111, nsw,19840906,44,0.91175324
50, charlie, ebert,21, brewster place, summerdale medical centre, franskton,4570, vic,19711020,45,0.9117534611800869
51, charlotte, hylnand,25, madsen place, leisure lvikng vlge, clarinda,3108, qld,19820410,46,0.9117455832363143
52, cheree, purtell,1, spring rsnge road, guest village (cnrubullcreek d drive, cooma,6111, wa,19300407,47,0.9117482900459286
53, laura, ryan,3, officer crescent, craigie-lea, orange,2289, vic,19120402,48,0.9117543701173766
54, feilcity, godfrey,16, stuckey place, oaklands village, slacks creek,6050, nsw,19361030,343,0.9117526406380634
55, matthew, paine,7, mcintyre street, urunga, moulyinning,7000, nws,19250117,49,0.9117469190426389
56, mikhayla, campbell,9, baynton street, st francis vlge, notting hill,4350, qld,19280711,1181,1.0
57, charlie, roussonuis,13, gledden street, woorabinda, craigmore,6026, nsw,19461111,50,0.9117524814555533
58, dale, fimeri,37, burdett crescent, star court arcade, wilson,6618, nsw,19930529,51,0.9117516283829062
59, jaime, ,342, elliott street, kildarra, bedfordale,2081, qld,19631110,889,0.9117466807241631
60, riley, gloster,24, farrer place, , frankston,3178, nsw,19590124,27,0.91175264
61, charlie, goode,7, tauss place, grahdview, ,2575, vic,19761213,52,0.9117530284817346
62, chloe, pantazopoulos,147, allott place, wyoming park, aldgate,2325, nsw,19860807,1182,1.0
63, corey, condo,5, andamooka street, coolinda, hillston,2026, nsw,19900616,54,0.9117532659378847
64, emiily, berry,3, tenison-woods circuit, , ashfield,6169, nsw,19780527,55,0.7280862784190306
65, emmet, weller,11, copland drive, , birmingham gardens,4365, wa,19270516,56,0.9117497326563503
66, liam, tuttleby,5, verco street, rose-lea, trevallyn,2259, qld,19080101,1183,1.0
67, karfissa, creten,185, beattie cescent, birrabilla, moranbah,2525, nsw,19360703,58,0.9117528789726345
68, isabelle, kaminskas,106, isis close, westholme, port augusta,2765, qls,19060622,59,0.9117509246481525
69, jayden, browne,80, kincumber nautical vlge, chaseling street, sussex inlet,2630, nsw,19430306,60,0.9117457118474656
70, melissa, lanzotti,24, balfour crescent, killara lodge, cranbourne,2064, vic,19810828,62,0.9117459
71, bailee, dent,58, maddoc k place, jingara, nowra,4171, qld,19950112,63,0.9117515087775035
72, quinn, godfrey,21, duffy street, ardersidr, highotn,3165, vic,19450122,65,0.9117529194280131
73, charlie, stanley, , amagula avenue, , klemzig,3356, vic,19510717,66,0.9117427463638109
74, jazz, stephenson,210, julia flynn avenue, , ingleubrn,3172, sa,19401214,69,0.91175157
75, aleisha, mcelwee,34, osburn drive, parraweena, condell park,5237, act,19440525,70,0.9117535047138801
76, amber, blackwell,25, thomson street, , salisbury,3188, nsw,19860325,71,0.9117508527095749
77, shakiroh, evans-zijlstra,1, ashkanasycrescent, townview, robina,2340, vic,19510905,72,0.9117535350556274
78, , shelley,90, cromwell circuit, wombat hill, noble apark,2026, vic,19780711,73,0.9117499442482306
79, aiden, ryan,292, honey patch, gundulu place, mosman,3076, wa,19360524,74,0.9117541313390397
80, william, lazavroff,431, leahy lose, millwood, forbes,7256, qld,19780204,75,0.9117533266212257
81, jamie, van galen,64, callister crescent, mowbray, hackham,3060, nsw,19720909,1184,1.0
82, isabella, hendricks,86, colborne place, dog rock shopping centre, north ryde,2000, nsw,19770129,76,0.9117541755327716
83, lucas, benger,19, cunningham street, padicam, melton south,2232, nsw,19851030,77,0.9117537
84, harrison, doman,20, harry hopman circuit, moline village, toowong,2088, sa,19570519,78,0.9117525
85, clarke, isabella,59, gillespie street, , mount victoria,2147, act,19950110,1185,1.0
86, emmerson, loyck,5, burnie treet, gordale, thursday island,3147, vic,19211129,79,0.9117529000797862
87, sarah, behnke,3, pearson street, broombie stud, ramornie,2209, vic,19930910,80,0.9117496
88, angus, rees,5, heatonnplace, pangani, new farm,6210, nsw,19220723,81,0.911752243561785
89, jordan, vaile,12, mullan street, rosewynne, mansfield,4153, qld,19940914,82,0.911746860122513
90, tate, hingston,159, oxley street, wylarah, kurri kurri,5045, nsw,19680521,83,0.9117534163271104
91, charlotte, bovill,28, vickery street, cashbar, scarborough,3911, vic,19730412,1186,1.0
92, emma, matthews,39, vanzetti crescent, sunny brees, moorabbin,5158, qld,19910426,84,0.9117461451694934
93, sophie, nguyen,26, namoi place, , mount colah,2550, nsw,19701117,85,0.9117512554960093
94, kai, white,8, cockcrofqt avenue, allunga, parramaxta,4197, ,19551009,86,0.9117508442920365
95, blade, stingle,34, earle place, upper warrell, kellyville,5046, ,19220925,1187,1.0
96, rosie, rundle,8, sturt avneue, talonmane, bundaberg,2263, nt,19751109,87,0.9117535944199457
97, wanders, harry,120, morehead street, carrington trrmnt vlge, trevallyn,7205, sa,19121013,90,0.911747
98, harrison, matthiessen,3, harbison crescent, oakdale, port kembla,2619, wa,19580430,1188,1.0
99, lauren, sounness,18, leist street, moondani, seaforth,832, qld,19900129,91,0.9117489746761348
100, tommy, spinato,29, howie court, , ballarat,3356, nsw,19821129,92,0.9117546678216593
101, connor, mayman,40, marenghoplace, wilga, toowoomba,2025, nsw,19651018,93,0.9117537
102, amber, pamplin,58, milton, sturt acenue, thornlie,5040, wa,19370407,94,0.9117504653151861
103, nathab, priest,363, banks street, manresa, malvern east,4750, act,19710428,95,0.9117444558631672
104, casey, vitkunas,22, jones place, karinga park, emmaville,2346, tas,19551192,96,0.9117507339846667
105, silas, webbm,20, jacka crvscent, shopping centre, nambour,4306, vic,19580212,100,0.9117537434905214
106, nicholas, fittock,10, fortitudey street, , st kilda east,2298, nt,19651025,97,0.91175145
107, jayden, liberts,3, odern place, peppertree, corryong,2614, qld,19341218,1189,1.0
108, ashleigh, quilliam,57, bedford street, rosall, surrey hills,6525, nsw,19460730,26,0.911750296023053
109, joel, ryan,26, lance hill avenue, cameroo, forest hill,3070, nsw,19720615,98,0.9117488509410338
110, danjel, vincent,7, forbes street, villa 3, toukley,3178, qld,19510703,1190,1.0
111, jasper, jennion,16, fitzhardinge crescent, lords house, glenside,4034, nsw,19720414,1191,1.0
112, chloe, crosthwaite,42, ashkanasy crescent, , canterbury,4215, nsw,19550722,101,0.9117487214019135
113, natqlee, coleman,293, minns place, , waterman,3910, vic,19110405,103,0.9117523038046934
114, sophie, laundy,15, la perouse street, k mart plaza, eight mile plains,3981, vic,19021029,1192,1.0
115, reuven, edgecombe,6, ashburton circuit, north vaenue, palmerston,4231, vic,19540701,104,0.9117434621686681
116, amber, pamplin,14, andrea palce, milton, seven hills,5054, wa,19691006,94,0.9117459064134097
117, ayla, benjamin,3, bradfield street, concept, tatura,2030, wa, ,105,0.9117552632332375
118, , kempton,8, homburg street, yellow dam, blacktown,3122, vic,19021108,106,0.9117539
119, dylan, wilkins,18, denovan circuit, two tree hill, brighton-le-sands,2320, nsw, ,1193,1.0
120, sienna, slape,52, rene street, , burleigh waters,4034, vic,19400331,1194,1.0
121, michael, laverty,6, hytten place, sennockke, suffolk park,2208, vic,19631213,107,0.9117536344359163
122, jake, grosser,3, lexcen a venue, horseshoe bend, bomaderry,2161, vic,19670227,108,0.9117524025240009
123, madison, maynard,257, holmes crescent, glenview, embleton,2154, nsw,19400506,1195,1.0
124, byron, wisowaty,58, pera place, john flynn medical centre, caulfield,6101, ,19320304,1196,1.0
125, layla, thrussell,27, markell p lace, , frenchs forest,6728, qld,19250608,1197,1.0
126, jack, mcneeley,39, keverstone circuit, royal queensland yacht squadron, brighton-le-sands,4702, wa,19880329,111,0.911753
127, grace, timmermans,18, cussen street, hallsville, preston,2251, wa,19501207,112,0.9117536785854257
128, carly, benger,61, gellibrand street, gradnview, carnegie,4011, nsw,19710126,113,0.9117538028549801
129, brydee, westermann,13, burkitt street, mlc centre, banks,3352, vic,19910126,115,0.9117516280311254
130, isaac, clarke,1, armytage circuit, oaklands village, annangrove,3636, vic,19570425,116,0.91175455
131, madison, dixson,37, , white lodge, ringwoid,5047, sa,19940413,1104,0.9117452798466485
132, fraser, tadege,1, mcinneswstreet, , scarborojgh,2870, nsw,19001013,117,0.9117538932209549
133, lara, chandler,42, dempster place, henry kendall bayside, kingaroy,2219, nsw,19360624,1198,1.0
134, hollv, shepherd,3, stillwell place, elstoh, albion park rail,6201, vic,19800323,118,0.911749609937815
135, alexa-rose, white,22, warrego circuit, burnisde, bayswater,3040, nt,19160822,119,0.9117502450156169
136, oliver, cureton,164, drevermann street, burraminga, toronto,3149, qld,19920126,122,0.9117481713244678
137, benjamin, muog,302, peat place, arlnigton, frankston,4518, nsw,19101008,123,0.9117527903666256
138, isabella, runlde,8, fawkner street, emerald agrigulural college, pottsville,6154, nsw, ,124,0.9117541672217099
139, charlie, ebert,21, brewster place, summerdale medical centre, frankston,4570, vic,19711020,45,0.9117533114503865
140, haryr, clarke, , hyndes crescent, royal brisbane hospital, homebush,4805, nsw,19971021,126,0.9117522837970076
141, hayden, ngai,40, hinkler street, berajondo, nightcliff,2263, vic,19970624,127,0.9117495419074965
142, samuel, wasley,12, earle street, university shores, northbridge,2530, nsw,19461003,1199,1.0
143, amber, black well,25, thomso n street, warrina lakes, salisbury,3188, nsw,19860325,71,0.9117503760520209
144, micaela, blackwell, , lewin street, rosedina, dulwich hill,4103, nsw,19791204,1200,1.0
145, callie, bullock,7, warramoo crescent, kanangra hstl, noble park,2650, tas,19351013,1201,1.0
146, sian, beelitz,3, ashkanasy crescent, miowera, sylvania,5042, nsw,19510904,128,0.9117476938019834
147, daniel, clarke,3, goldsborough close, , wilson,2206, wa,19630507,1202,1.0
148, riley, faull,32, turner place, margaret river carvn park, long jetty,2033, nsw,19640728,129,0.91175455
149, riley, wegemer,45, phillip avenue, walhalla, cremorne,3937, wa,19540621,130,0.9117537131487025
150, alexandra, knapman,16, mceacherncxrescent, villa 306, chelsea heights,3429, sa,19151113,1203,1.0
151, niocla, collier, , schaff eyr place, mt styrt, sheidow park,2098, nsw,19420623,131,0.9117519256382122
152, emiily, vodden,41, clement place, arcadia, st johns park,2170, nsw,19811218,132,0.9117537936205061
153, cassandra, rafanelli,3025, , berragoon, st slbans,3020, wa,19270701,133,0.911754251387736
154, dominxic, flockhart,2, oxley street, clear creek, northgate,3000, wa,19890621,135,0.9117522121651322
155, samantha, sabieray,68, quandong street, wattle brae, gorokan,4019, wa,19590807,1204,1.0
156, dominic, flockhdart,26, oxley street, clear creek, northgate,3001, wa,19890621,135,0.9117519024206019
157, harrison, paulka,211, bourne street, tally ho, ballina,3976, vic,19260122,1205,1.0
158, toby, maczkowiack,8, kanooka street, carinya vlge, canley vale,3219, nsw,19000328,138,0.9117537135884388
159, ruby, jeffries,73, forbes street, underwood, st albans,4165, nsw,19490705,139,0.9117534150079055
160, charlotte, mccraken,5, , flr 5 john flynnmedical centre, bligh park,4814, nsw,19570529,140,0.9117438992169943
161, sma, webb,5, deamer cerescent, belaradah, west lakes shore,2570, wa,19361215,141,0.91174846944755
162, jonah, nguyen,8, dalley crescent, the palms village, kingary,2607, nsw,19591019,143,0.9117536344359163
163, eliza, white,82, summerland circuit, rsd shee oak ridge, thornlie,2345, qld,19420103,1206,1.0
164, barnaby, egan,13, britten-jones drive, rawdon, kaleen,4304, vic,19270529,148,0.9117529994593601
165, kate, rawlings,70, corin place, oxfodrd, kuraby,4216, qld,19330925,1207,1.0
166, mackinley, rees,93, oman place, locn 2192, parmelia,3084, wa,19710708,150,0.9117501671853616
167, hayden, covino,10, glengariffe, deamer cf escent, north ryde,2705, qld,19541104,151,0.911753201560821
168, jessica, ryan,37, mccrae street, cherry haven, junortoun,6065, vic,19980225,1208,1.0
169, bradley, clarke,40, sharwood csrescent, lynd hurat, ringwood,3959, wa,19510302,152,0.9117534163271104
170, locylan, grosser,5, yapunyah street, youralla, gingin,5276, nsw,19530210,153,0.9117531
171, danielle, morrison,95, london circuit, sec 552, bibra lake,4701, vic,19030709,154,0.9117538622194786
172, alessandria, rabbitt,19, ellenborough street, inglemer, mirrabooka,2186, vic,19900410,155,0.911753
173, phoebe, pettman-south,108, kernot street, surfrider carvn park, ballina,3175, vic,19720328,1209,1.0
174, laura, braunak,87, durville crescent, , graceyville,2536, nsw,19550419,156,0.9117532369154321
175, joshu a, hohn,97, somme rlad place, coralyn, eight mile plains,3178, vic,19260422,157,0.9117526261269386
176, millane, mccarthy,3, alfred hill drive, hold fast shores, mortlake,2032, wa,19630818,158,0.9117523029252346
177, emma, thackeray,71, kinkead street, warrah lea, newcomb,4161, ,19670913,159,0.91175526
178, , ,1, amaroo wallaroo road, parkside flats, chester hill,4811, nsw,19250804,227,0.9117456878840061
179, malakai, schoppe,31, boddington crescent, broadwater caravn park, trafalgar,2747, vic,19141221,160,0.9117539
180, anastasia, kromwyk,17, dyson street, , talwood,4115, vic, ,1210,1.0
181, jared, wytkin,61, belfield crescent, rowethorpe, bundaberg,5081, ,19831025,161,0.9117509327390476
182, brinaa, morrison,4, coolac vplace, esk farm, seaton,2566, vic,19131203,162,0.9117524625471528
183, lily, petersen,13, bissenberger crescent, , melville,2250, ,19020326,163,0.9117530823050726
184, sophie, lovelock,7, calder crescent, , pitt town,3810, nsw,19470413,164,0.9117535653973852
185, joshua, eyles,27, harcourt street, belmore river, underdale,2112, vic,19861219,166,0.9117427169051359
186, abbey, herno,1, drosera place, quandialla, yarra junction,800, vic,19760613,167,0.9117459354334517
187, alexandra, heron,327, tullaroop street, vinery, elsternwick,6208, nsw,19400609,170,0.9117535957391534
188, jaiden, rollins,48, tulgeywood, rossarden street, balwyn north,2224, nt,19280722,171,0.9117533556437077
189, timothy, neville,21, fihelly street, villa2, st lucia,3108, wa,19781123,172,0.9117537434905214
190, jarod, mccarthy,63, henty street, moriah ifelds, ,2166, nsw,19400529,173,0.911753097959579
191, erin, humphreys,11, endeavour street, lake macquzrie vlge, umina beach,4873, nsw,19670519,174,0.9117532849344043
192, ruby, reid,7, fitzmaurice street, , eaglwhawk,2260, qld,19120626,175,0.9117538
193, charlie, primvaera,6, chauvel street, st francis vlge, dover yeights,2533, nsw,19250314,176,0.9117506447212297
194, christian, ferris,3, coombe street, warraview, plumpton,5008, nsw,19930222,177,0.9117510716914914
195, eliza, mason,57, kennedy sreet, brentwodo vlge, bundamba,4067, tas,19071124,179,0.9117522237739772
196, kylie, dixon,4, sanford xplace, white lofdge, phillip,5047, sa,19000404,1211,1.0
197, lauren, paine,27, mcvey pace, yambira, helid on,2776, qld,19440502,180,0.91175231928317
198, alexandra, grosvenor,16, anembo street, glenlee, frankston,4818, nsw,19930305,182,0.9117535939802099
199, harrison, schumann,24, monaro crescent, donnelly rvr villg, oakleigh,2280, nsw,19991013,185,0.9117531333581221
200, beams, emiily,1, tarrabo ol street, , andergrove,2075, qld,19011124,1212,1.0
201, ryan, fey,82, kitchener street, un t 1, slacks creek,3450, qld,19870928,469,0.9117520747059689
202, georgia, byersi,17, hilder street, , palmerston,4740, nse,19550530,1213,1.0
203, anika, spicer,3, melrose drive, rmbe 770, view bank,2067, nsw,19861012,186,0.9117513698243715
204, liam, kothe,8, beaurepaire crescent, , allawah,4570, qld,19740720,1214,1.0
205, jaco b, ,24, downward place, banksia village, bunbury,4671, qld,19470530,187,0.9117494936267316
206, pia, campbell,28, euree street, ursula, corowa,3199, vic,19150704,189,0.911744
207, lucinda, mcneill,7, ashburton circuit, malekula, vaucluse,3223, qld,19090228,190,0.9117532369154321
208, olivia, wheatley,5, crisp circuit, stanhope sth, lake clarendon,4575, qld,19421007,191,0.9117538331968299
209, thomas, finlay,2, vicke ry street, brindabella court, page,2160, qld,19520829,192,0.9117537
210, erin, humphreys,11, endeavour street, lake macquaire vlge, elanora heights,4874, nsw,19670519,174,0.9117532849344043
211, dominic, ,2, oxley street, clear creek, northgate,3000, wa,19890621,135,0.911751043900985
212, isabella, gilbertson,67, boswell c rescent, , morwell,4704, qld,19111011,193,0.9117518966162003
213, holly, shepherd,44, castlereaghcrescent, dalkeith cottage, eaton,6060, vic,19980816,118,0.9117482225819677
214, lachlan, goldsworthy,61, ashkanasy crescent, mcivor ridge, rowville,3158, vic,19450818,1215,1.0
215, andrea, brokenshire,3, sturdee crescent, , birmingham gardens,2455, nsw,19450619,194,0.9117537131487025
216, jed, hearn,560, gairdner circuit, hd curramulka, alice springs,3056, qld,19060312,1216,1.0
217, jordhau, ryan,16, carnegie crescent, tahmoor, millrbook,6004, vic,19900903,195,0.9117529691177969
218, joshua, morrison,17, beasley street, , tingalpa,5097, vic,19101123,196,0.9117509435122514
219, flynn, crea,45, , , lismore,2068, nsw,19610318,197,0.9117466807241631
220, jacob, marampon,39, lowanna street, glenveagh, keysborough,3806, vic, ,200,0.9117554426490355
221, olivia, philps,84, ennor crescent, yarawee, king river,2540, nsw,19770302,1217,1.0
222, madison, fenwick,63, terry close, llandina, glenside,4551, sa,19210711,1218,1.0
223, juliana, petersen,25, currong street, admiralty quays, glenside,5280, nsw,19610510,202,0.9117535552834647
224, loan, green,11, marlock street, kersley mews, an ula,6233, nsw,19440514,203,0.9117528939235331
225, ebpony, ,90, david street, , long jetty,6630, nsw,19410614,204,0.9117490841646951
226, timothy, neville,21, fihelly street, villa 2, st lucia,3108, wa,19781123,172,0.9117537434905214
227, charlei, ebert,21, brewste r place, summerdale medical centre, frankston,4570, vic,19711020,45,0.9117524025240009
228, bianca, marlow,34, dietricho place, , alice springs,5065, wa,19980201,206,0.9117501
229, kayne, priest,48, temperley street, sunrest squd, north nrarabeen,3995, wa,19831118,1219,1.0
230, madison, boxhall,10, yanda street, kookaburra village, dapto,4703, sa,19170926,207,0.9117458813506538
231, erin, birchby,24, burrowes place, elston, creswick,4721, vic,19461022,1220,1.0
232, jasmine, sach,17, goble s treet, ren own, gawler west,2031, nsw,19791109,209,0.9117535755113068
233, jack, brock,1, duhig place, , boyanup,2484, nsw,19800422,210,0.9117518860627438
234, hugo, walkington,51, oxley street, karoo, oak park,6026, nsw,19150227,1221,1.0
235, , whiteley,17, mcluckie crescent, kintrye, malvern east,4810, vic,19800908,1222,1.0
236, cameron, unyland,25, chewings street, underwood, broken hill,6109, qld,19980904,1223,1.0
237, jared, wytkon,61, belfield crescent, rowethorpe, bundaberg,5081, ,19831025,161,0.9117504754287524
238, danielle, millar,6, stanfield close, rosetta village, blackburn north,3102, qld,19991007,1224,1.0
239, charlotte, carbone,12, peppin place, , albury,4559, sa,19171126,1225,1.0
240, matthew, seddon,195, collingriddge street, port 366, paralowie,3830, nsw,19920305,213,0.9117518190483246
241, any, miteff,68, john clelad crescent, barkom, blackheath,2036, qld,19160228,214,0.9117529387762442
242, jessica, wasley,53, eyre street, milmilland, cronulla,2564, wa,19931004,215,0.911748320385883
243, keely, dixon,2, lacey place, briars meadows, barrington,5087, nsw,19380328,1226,1.0
244, matthew, brookhouse,3, goodparla street, timdoolin, highett,2170, nsw,19101115,216,0.9117516275034542
245, , rundle,101, eaglemont retreat, laalgarths, prospect,6168, qld,19070103,217,0.9117494582736201
246, , frgh,62, matina street, sun city r esort, ascot park,4107, wa,19760203,219,0.9117504349744943
247, olivia, cecotti,4, dobell circuit, , cabramatta,6152, vic,19580919,221,0.911753
248, brianna, morrison,4, burston place, esk f airm, seaton,2566, vic,19131203,162,0.9117532672570874
249, sarah, greenw,37, kelleway avenue, allandale, marlesgon,6014, qld,19140908,222,0.9117517172076117
250, jenna, pasalic,679, tarana street, mallanganee, osborne,4342, vic,19541124,223,0.9117530581637184
251, kylie, koziol,16, wolff crescent, brentwood vlge, kurrajong heights,3135, vic,19320709,224,0.9117489
252, samuel, walls,74, shoalhaven avenue, clearc reek, racevieh,3223, nsw,19370409,225,0.9117505550181623
253, christopher, behnke,378, troughton street, , geranium,3496, qld,19080930,1227,1.0
254, alexandra, clarke,184, sadlier srreet, yakatoon, westbrook,2756, qld,19190129,226,0.9117541319986475
255, zachary, ebert,64, costello circuit, foxlea, mosman,2280, nsw,19390217,228,0.9117507792760017
256, zarlia, lowe,48, van raalte place, hd blanche sec 28, cabramatta,3192, wa,19730726,1228,1.0
257, jasmine, morrison,16, methven place, armidale, point lonsdale,3211, wa,19760810,234,0.9117468
258, joshua, felmingham,46, fullagar crescent, mariner views, evandsle,2229, nsw,19810315,235,0.91175383
259, holly, stoker,5, ballumbir street, chetwynd, kirrawee,6009, vic,19300121,236,0.9117534875642014
260, nicilas, fogg,48, wilshire street, safar i lodge, lemonhrove,2011, ,19901127,237,0.9117540112905067
261, grayson, stanley,9, eaglemont retreat, , brighton-le-sands,4107, tas,19710422,238,0.9117526285014862
262, liam, grubb,63, rowellsplace, , kotara south,3002, qld,19660416,239,0.91175383
263, toby, garran,8, mcguiness place, the tops, miami,3125, qld,19520817,240,0.9117537
264, christian, walch,3, coombe street, warraview, plumpotn,5008, nsw,19930222,177,0.9117529783521846
265, nataoia, georfe,22, woollum s treet, glenview, morwell,6065, wa,19540306,241,0.9117513155183811
266, connor, moerland,38, arthur circle, red cross units, greenwood,2680, wa,19351222,242,0.9117505352307332
267, jessica, mac kinder,15, wright place, , lavender bay,4727, sa,19191217,243,0.9117447429814045
268, hayley, white,1, hallenc lose, chelsez house, oran ge,2176, sa,19810909,244,0.9117489759952733
269, amber, white,31, moodie street, degafelga, eaton,2042, nsw,19120819,245,0.9117519863206314
270, jaxin, helling,13, donald place, the mount, riverhills,4214, vic,19141026,1229,1.0
271, benjamin, presley,85, namatjira drive, guest village (cnr bullcreek d drive, sunnybank,2320, wa,19831208,47,0.9117394488119877
272, keeley, felmingham,32, angliss place, cranbrook, annandale,2670, nsw,19860811,246,0.9117510196282717
273, kaysey, kon,1, ohiostation, gaylard place, ,5009, vic,19600828,247,0.9117539229032295
274, spyke, karlsen,4, northam street, aptmt 206, southbank,2329, aw,19110129,248,0.9117451312300625
275, keziah, parr,20, clift crescent, brookvale, murphys creek,2761, nsw,19550103,19,0.9117539
276, kyle, malin,318, namadgi circuit, old hillside, mooroolbark,3912, wa,19091113,1230,1.0
277, roisin, bishop,32, manning street, rosehlen, mount colah,2902, vic,19481220,249,0.9117530575041186
278, , blyde, , torrens street, moorillyah, port augusta,3620, vic,19650621,1231,1.0
279, mikhayla, hannaan,20, , brentwoodvlge, penshurst,2257, vic,19770501,253,0.9117529097538991
280, oliver, campbell,124, moon place, , thornbury,4103, vic,19681119,1232,1.0
281, lee, zogopoulos,61, woronorastreet, tourist park, coombabah,6107, nsw,19200609,254,0.911743760275843
282, joshua, clarke,25, kingsford smith drive, , taigum,6108, vic,19961109,255,0.91175395
283, vincen, luke, , du faur sctreet, ehwk, rose bay,4122, vic,19731223,1233,1.0
284, lachlq-njohn, rivers,5, perier place, oakdale, corio,4313, nsw,19960904,257,0.9117531899518472
285, hana, weaver,8, colvin street, , albury,6085, ,19181111,258,0.9117536841261027
286, daniel, kluske,40, hawkesbury crescent, tritonu nits, oakhurst,3175, nsw,19820727,259,0.9117535552834647
